Fiber,pCa,Act_percent,M_length,sarc_length,M_area,ISI,ISI_code,Cond_Amp,CA_code,SRS,SRS_UC,Impulse,Impulse_UC,back_L,back_F,backFpercentUC,F_tZero,SRS_CO,SRS_CO_UC,Impulse_CO,Impulse_CO_UC
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,0.001,a1,1.21,c121,540186.8485,140.4462691,1081281.331,87.55257267,0.001055109,13035.25354,104.3238147,8911.793916,365447.718,95.01484286,1284968.807,104.045378
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,0.1,c100,3.83,f383,312396.1968,81.22167436,908291.7553,73.54541103,0.001055069,13118.43034,104.9894957,8194.319966,252451.1872,65.6362284,1265206.697,102.4452177
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,0.316,d316,3.83,f383,395388.3042,102.7992672,1171076.499,94.82338907,0.001055215,13222.66646,105.8237188,11327.68901,361446.6298,93.97457706,1286260.879,104.1499986
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,1,e1000,3.83,f383,422576.5768,109.8681017,1409941.389,114.1645494,0.00105491,13297.01997,106.4187852,14460.72906,400814.054,104.2099389,1309559.323,106.0364999
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,3.162,f3162,3.83,f383,394472.0047,102.5610332,1327976.574,107.5277656,0.00105506,13166.45987,105.3738859,13552.53662,394472.0047,102.5610332,1327976.574,107.5277656
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,10,g10000,3.83,f383,393197.8859,102.2297678,1310573.763,106.1186403,0.001055026,13105.53638,104.8863027,13242.2802,393197.8859,102.2297678,1310573.763,106.1186403
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,0.1,c100,0.12,a12,363972.1044,94.63118965,1303700.405,105.5620968,0.001054959,13234.45633,105.9180756,13244.25787,363972.1044,94.63118965,1303700.405,105.5620968
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,0.1,c100,0.38,b38,363111.8038,94.40751517,1273682.913,103.1315465,0.001055051,13076.54018,104.6542401,12965.70867,362119.307,94.14947025,1285895.985,104.1204527
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,0.1,c100,1.21,c121,352810.481,91.72921533,1181087.056,95.63395515,0.001055098,13264.0485,106.1549077,11853.9802,347316.4397,90.30078809,1291652.158,104.5865366
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,0.316,d316,0.12,a12,371810.1386,96.669045,1298282.412,105.1233957,0.001054999,13137.95463,105.1457526,13213.53989,371810.1386,96.669045,1298282.412,105.1233957
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,0.316,d316,0.38,b38,373384.613,97.0784016,1284847.721,104.0355736,0.001055066,13021.95415,104.2173769,12992.79531,373384.613,97.0784016,1284847.721,104.0355736
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,0.316,d316,1.21,c121,376215.3997,97.81439403,1282349.758,103.8333107,0.00105505,13232.17908,105.8998502,12828.74298,352936.622,91.76201145,1300010.99,105.2633606
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,1,e1000,0.12,a12,350681.9907,91.17581696,1309245.104,106.0110573,0.001054988,13213.05379,105.7467866,13370.25558,350681.9907,91.17581696,1309245.104,106.0110573
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,1,e1000,0.38,b38,398633.4005,103.6429783,1299848.446,105.2501993,0.001055082,13107.55512,104.9024591,13119.89123,398633.4005,103.6429783,1299848.446,105.2501993
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,1,e1000,1.21,c121,399047.6115,103.7506714,1352658.61,109.526298,0.001055105,13246.11399,106.0113742,13867.47734,390312.0196,101.4794549,1311737.598,106.2128774
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,3.162,f3162,0.12,a12,354571.8026,92.18715142,1287916.379,104.2840463,0.001055177,13072.33363,104.6205742,13180.17255,354571.8026,92.18715142,1287916.379,104.2840463
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,3.162,f3162,0.38,b38,374640.6521,97.40496639,1277586.179,103.4475983,0.001054968,12989.97619,103.9614507,12958.07022,374640.6521,97.40496639,1277586.179,103.4475983
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,3.162,f3162,1.21,c121,365774.3571,95.09976763,1267539.357,102.6340958,0.001055008,12837.91805,102.7444982,12975.70574,365774.3571,95.09976763,1267539.357,102.6340958
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,10,g10000,0.12,a12,368947.7119,95.9248263,1276615.903,103.369034,0.001055103,12985.60062,103.9264322,12973.29946,368947.7119,95.9248263,1276615.903,103.369034
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,10,g10000,0.38,b38,354596.6125,92.19360187,1248867.731,101.1222331,0.001055097,12714.28143,101.7550088,12706.5836,354596.6125,92.19360187,1248867.731,101.1222331
14Dec2017a,6.4,6.11287683,0.001055,2.60E-06,2.04E-09,10,g10000,1.21,c121,367100.6562,95.44459972,1236714.461,100.1381691,0.00105508,12603.43163,100.8678551,12488.84812,367100.6562,95.44459972,1236714.461,100.1381691
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.001,a1,3.83,f383,1248789.065,81.47624995,2077334.114,46.9329067,0.001055104,41336.83172,95.80414645,14336.41379,578424.6046,37.73885358,4192704.582,94.72516317
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.001,a1,0,zero,1532703.169,100,4426178.263,100,0.001055015,43147.22614,100,43243.58053,1532703.169,100,4426178.263,100
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.001,a1,0.12,a12,1440590.609,93.99018928,4605797.81,104.0581182,0.001054915,44985.60986,104.2607229,45998.0454,1440590.609,93.99018928,4605797.81,104.0581182
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.001,a1,0.38,b38,1815027.027,118.4199957,4687547.421,105.9050753,0.001055187,46904.98392,108.7091526,47315.60622,1881048.005,122.7274819,4834683.593,109.2293013
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.001,a1,1.21,c121,2474058.192,161.4179603,4145158.94,93.6509714,0.001055133,48256.2193,111.840838,30938.205,1750165.73,114.188172,4911196.521,110.9579468
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.1,c100,3.83,f383,1030193.99,67.21418802,3088203.409,69.77132926,0.00105525,48958.9982,113.4696308,27900.66454,945926.6678,61.71623359,4771080.88,107.7923345
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.316,d316,3.83,f383,1697725.381,110.766743,4455451.903,100.6613751,0.001055337,49450.32562,114.6083539,39020.60885,1564464.256,102.0722269,5198367.519,117.4459592
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,1,e1000,3.83,f383,2339081.178,152.6114923,6120664.403,138.2832782,0.001055073,49472.12271,114.6588718,58016.17814,2304492.072,150.3547535,5376186.258,121.4633921
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,3.162,f3162,3.83,f383,1714942.815,111.8900809,5056309.594,114.2364653,0.001055145,49317.23452,114.2998958,49147.20072,1714942.815,111.8900809,5056309.594,114.2364653
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,10,g10000,3.83,f383,1737171.002,113.3403413,5069847.977,114.542336,0.001054998,48994.50232,113.5519168,49196.92742,1737171.002,113.3403413,5069847.977,114.542336
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.1,c100,0.12,a12,1546240.911,100.8832592,5000967.724,112.9861345,0.001055023,49142.52475,113.8949804,49846.78168,1546240.911,100.8832592,5000967.724,112.9861345
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.1,c100,0.38,b38,1692026.308,110.3949116,4971211.394,112.313854,0.001054994,49400.2822,114.4923709,49199.23792,1688614.249,110.1722945,5050914.961,114.1145851
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.1,c100,1.21,c121,1436774.707,93.74122376,4365569.679,98.63067909,0.001055104,49143.32162,113.8968273,43012.7359,1436869.273,93.74739364,4829199.138,109.1053918
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.316,d316,0.12,a12,1552249.178,101.2752638,5042654.533,113.9279584,0.001055026,49208.04555,114.0468344,49458.31588,1552249.178,101.2752638,5042654.533,113.9279584
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.316,d316,0.38,b38,1694818.584,110.5770914,4941695.601,111.647008,0.00105498,48756.66128,113.0006854,48573.7583,1694818.584,110.5770914,4941695.601,111.647008
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,0.316,d316,1.21,c121,1744633.837,113.827248,4921887.494,111.1994864,0.001055005,48767.31462,113.0253761,46073.0871,1675960.342,109.3467004,5049204.728,114.0759461
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,1,e1000,0.12,a12,1620407.284,105.7221853,5009417.234,113.177033,0.001054976,48697.09337,112.8626281,49064.05937,1620407.284,105.7221853,5009417.234,113.177033
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,1,e1000,0.38,b38,1672121.204,109.0962189,4964454.946,112.1612066,0.001055094,48393.72443,112.1595263,48774.29539,1672121.204,109.0962189,4964454.946,112.1612066
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,1,e1000,1.21,c121,1693159.958,110.4688757,5290743.813,119.5330034,0.001055092,47865.12894,110.934429,52082.72707,1691400.745,110.3540972,4935771.62,111.5131684
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,3.162,f3162,0.12,a12,1574503.487,102.7272286,4849680.456,109.5681233,0.001054992,47732.86786,110.6278946,47777.89123,1574503.487,102.7272286,4849680.456,109.5681233
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,3.162,f3162,0.38,b38,1646347.352,107.4146244,4822066.196,108.9442383,0.001054838,47580.34749,110.2744064,47140.86885,1646347.352,107.4146244,4822066.196,108.9442383
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,3.162,f3162,1.21,c121,1517478.624,99.00668667,4751454.501,107.3489186,0.001055104,47190.96804,109.3719626,47039.52421,1517478.624,99.00668667,4751454.501,107.3489186
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,10,g10000,0.12,a12,1480576.585,96.59904249,4656171.887,105.1962124,0.001055075,46494.96313,107.7588696,46223.65795,1480576.585,96.59904249,4656171.887,105.1962124
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,10,g10000,0.38,b38,1513396.622,98.74035972,4631992.045,104.6499208,0.001055085,45939.82471,106.4722552,45744.15445,1513396.622,98.74035972,4631992.045,104.6499208
14Dec2017a,6.3,15.89908724,0.001055,2.60E-06,2.04E-09,10,g10000,1.21,c121,1405400.143,91.6942153,4498625.764,101.6367958,0.001054655,45504.2251,105.4626894,44860.29915,1405400.143,91.6942153,4498625.764,101.6367958
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.001,a1,3.83,f383,81760.34219,94.2816765,190049.6074,83.45118935,0.000883306,1555.99521,91.96155864,1077.449486,76895.41601,88.67170248,211583.8698,92.90693005
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.001,a1,0,zero,86719.22819,100,227737.4462,100,0.000883075,1692.006131,100,1660.922083,86719.22819,100,227737.4462,100
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.001,a1,0.12,a12,53830.20914,62.07413311,215319.4076,94.54721271,0.000883333,1501.557684,88.74422242,1623.238322,53830.20914,62.07413311,215319.4076,94.54721271
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.001,a1,0.38,b38,61702.37998,71.15190168,214711.2852,94.28018486,0.000883129,1549.777819,91.59410188,1603.507535,53650.55103,61.86696094,216086.2951,94.88395466
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.001,a1,1.21,c121,84091.20047,96.96949825,210012.2629,92.21683411,0.000883302,1536.976027,90.83749754,1374.451955,74931.6422,86.407183,218116.8466,95.77557417
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.1,c100,3.83,f383,65559.39353,75.59960449,198985.3692,87.37490149,0.000883346,1533.449069,90.62904921,1332.732742,59338.1478,68.42559492,208121.7373,91.38670024
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.316,d316,3.83,f383,71552.29051,82.51029443,199993.7539,87.81768533,0.000883353,1456.04975,86.05463798,1418.760603,71552.29051,82.51029443,199993.7539,87.81768533
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,1,e1000,3.83,f383,74661.10104,86.09520933,205908.7812,90.41498651,0.0008833,1469.99262,86.87868165,1464.641583,74661.10104,86.09520933,205908.7812,90.41498651
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,3.162,f3162,3.83,f383,74461.10649,85.86458625,209290.8655,91.90006696,0.000883385,1527.797659,90.29504276,1436.507879,74461.10649,85.86458625,209290.8655,91.90006696
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,10,g10000,3.83,f383,67962.25166,78.37045263,209124.3042,91.82692954,0.000883195,1465.794577,86.63057126,1442.946857,67962.25166,78.37045263,209124.3042,91.82692954
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.1,c100,0.12,a12,55911.88112,64.47460648,225429.4538,98.98655563,0.000883356,1638.404252,96.83205175,1685.088937,55911.88112,64.47460648,225429.4538,98.98655563
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.1,c100,0.38,b38,77833.74061,89.75372848,195912.8632,86.02575752,0.000883286,1341.613844,79.29131103,1319.470812,77833.74061,89.75372848,195912.8632,86.02575752
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.1,c100,1.21,c121,58789.04929,67.79240373,204746.2691,89.90452494,0.000883363,1464.787611,86.57105813,1424.165389,73963.71903,85.2910255,208569.1323,91.58315237
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.316,d316,0.12,a12,73188.53819,84.3971282,204696.1806,89.88253096,0.000883361,1404.062147,82.98209574,1416.98228,73188.53819,84.3971282,204696.1806,89.88253096
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.316,d316,0.38,b38,67515.61265,77.8554123,207135.904,90.95381876,0.000883375,1444.513017,85.37280041,1503.519309,67515.61265,77.8554123,207135.904,90.95381876
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,0.316,d316,1.21,c121,76344.60944,88.03654165,195965.6382,86.04893113,0.00088325,1294.871577,76.52877574,1279.501388,76344.60944,88.03654165,195965.6382,86.04893113
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,1,e1000,0.12,a12,75521.26679,87.08710671,214317.9674,94.10747814,0.000883365,1513.840832,89.47017419,1545.348743,75521.26679,87.08710671,214317.9674,94.10747814
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,1,e1000,0.38,b38,79760.8664,91.97598741,208561.482,91.57979311,0.000883346,1506.887457,89.05921965,1507.435194,79760.8664,91.97598741,208561.482,91.57979311
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,1,e1000,1.21,c121,69681.76538,80.35330437,206718.6209,90.77058885,0.00088328,1426.714523,84.32088379,1408.318062,69681.76538,80.35330437,206718.6209,90.77058885
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,3.162,f3162,0.12,a12,78222.54198,90.20207354,209957.444,92.192763,0.00088341,1463.282438,86.48210022,1479.903275,78222.54198,90.20207354,209957.444,92.192763
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,3.162,f3162,0.38,b38,88081.32675,101.5706996,202876.5714,89.08353669,0.000883307,1375.091289,81.26987628,1345.888083,88081.32675,101.5706996,202876.5714,89.08353669
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,3.162,f3162,1.21,c121,63382.75769,73.08962385,213002.4666,93.52983895,0.000883235,1508.152275,89.13397226,1548.419575,63382.75769,73.08962385,213002.4666,93.52983895
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,10,g10000,0.12,a12,72930.05879,84.09906351,206185.2063,90.53636537,0.000883512,1422.05824,84.04569075,1446.902365,72930.05879,84.09906351,206185.2063,90.53636537
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,10,g10000,0.38,b38,76817.13943,88.58143808,220503.7534,96.82367001,0.000883422,1540.809952,91.06408803,1632.799144,76817.13943,88.58143808,220503.7534,96.82367001
14Dec2017b,9,0.889485649,0.0008833,2.57E-06,2.04E-09,10,g10000,1.21,c121,83656.95609,96.46875073,206339.0853,90.60393396,0.000882988,1441.012415,85.16590981,1402.266867,83656.95609,96.46875073,206339.0853,90.60393396
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.001,a1,3.83,f383,417424.657,67.33351278,787335.7325,45.79111174,0.000883456,16158.01774,98.68086309,5141.279924,252002.364,40.64974149,1571143.282,91.37702584
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.001,a1,0,zero,619935.9572,100,1719407.332,100,0.000883292,16374.01339,100,16224.82916,619935.9572,100,1719407.332,100
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.001,a1,0.12,a12,576805.2492,93.04271553,1716586.801,99.83595911,0.000883058,16206.80417,98.97881344,16546.7831,644350.3348,103.9382096,1716844.66,99.85095612
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.001,a1,0.38,b38,638840.7593,103.0494766,1675383.122,97.4395707,0.000883334,16232.33784,99.13475368,16348.53202,656431.4144,105.8869722,1728255.114,100.5145833
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.001,a1,1.21,c121,787127.358,126.9691407,1412583.423,82.1552518,0.000883361,16262.44204,99.3186072,10516.155,604425.2245,97.49801048,1681702.921,97.80712752
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.1,c100,3.83,f383,359771.4411,58.03364636,975527.9344,56.73629026,0.000883138,16406.97962,100.2013326,8452.853356,307226.949,49.55785277,1582154.452,92.01743082
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.316,d316,3.83,f383,453846.701,73.20864288,1263381.5,73.47773137,0.000883306,16394.54656,100.1254009,11413.52289,434043.1354,70.01418942,1631483.965,94.88641433
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,1,e1000,3.83,f383,646586.9814,104.2989963,1750189.166,101.7902584,0.000883268,16431.97478,100.353984,16420.04181,635113.0894,102.4481774,1735436.86,100.9322706
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,3.162,f3162,3.83,f383,634565.0588,102.3597763,1745362.321,101.5095312,0.000883315,16538.64491,101.0054439,16505.11726,640122.6696,103.2562577,1710684.802,99.4927014
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,10,g10000,3.83,f383,618027.2031,99.69210463,1709183.772,99.40540211,0.000883476,16209.45071,98.99497648,16161.42117,618027.2031,99.69210463,1709183.772,99.40540211
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.1,c100,0.12,a12,597216.3214,96.33516405,1701679.831,98.96897609,0.000882974,16078.51751,98.19533626,16144.19524,597216.3214,96.33516405,1701679.831,98.96897609
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.1,c100,0.38,b38,610812.8558,98.52838001,1658799.594,96.47507972,0.000883131,16035.27505,97.93124424,15635.20321,605732.609,97.70890072,1685622.263,98.03507474
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.1,c100,1.21,c121,531826.8299,85.78738235,1469625.337,85.47278532,0.000883495,16012.84089,97.79423349,13596.39659,523908.0006,84.51001987,1626497.687,94.59641454
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.316,d316,0.12,a12,585680.4001,94.47433937,1658614.728,96.464328,0.000883381,15719.54874,96.00302847,15731.12896,585680.4001,94.47433937,1658614.728,96.464328
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.316,d316,0.38,b38,581516.8084,93.80272294,1631074.095,94.86257651,0.000883087,15621.92167,95.4067967,15438.35939,586981.4797,94.6842126,1645694.023,95.7128653
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,0.316,d316,1.21,c121,549933.3606,88.70809222,1515448.852,88.13786146,0.000883455,15356.1031,93.78337941,14115.15048,535386.2196,86.36153677,1593135.145,92.65606327
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,1,e1000,0.12,a12,563101.004,90.83212507,1615588.131,93.96191942,0.000883444,15421.40687,94.18220509,15470.44497,563101.004,90.83212507,1615588.131,93.96191942
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,1,e1000,0.38,b38,567513.1639,91.54383728,1591904.108,92.58446666,0.000883117,15067.18349,92.01887852,15150.18002,567513.1639,91.54383728,1591904.108,92.58446666
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,1,e1000,1.21,c121,564150.1396,91.00135798,1615264.461,93.94309487,0.000883414,14943.01433,91.26054787,15362.95413,564150.1396,91.00135798,1615264.461,93.94309487
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,3.162,f3162,0.12,a12,546514.4904,88.15660457,1545732.51,89.89914616,0.000883369,14575.22037,89.01434258,14752.17364,546514.4904,88.15660457,1545732.51,89.89914616
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,3.162,f3162,0.38,b38,536853.1162,86.59815743,1511806.234,87.92600833,0.000883204,14457.66207,88.29638602,14421.85941,536853.1162,86.59815743,1511806.234,87.92600833
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,3.162,f3162,1.21,c121,526534.1358,84.93363381,1497589.455,87.09916655,0.000883436,14232.72707,86.9226544,14302.35002,526534.1358,84.93363381,1497589.455,87.09916655
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,10,g10000,0.12,a12,533101.5123,85.99299752,1458547.584,84.82850789,0.000883297,14153.957,86.44158679,13865.33266,533101.5123,85.99299752,1458547.584,84.82850789
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,10,g10000,0.38,b38,518258.5653,83.5987265,1413060.512,82.18299909,0.000883215,13646.38278,83.34171015,13408.64581,518258.5653,83.5987265,1413060.512,82.18299909
14Dec2017b,6.4,7.536984731,0.0008833,2.57E-06,2.04E-09,10,g10000,1.21,c121,503031.9032,81.14255954,1394568.714,81.10752397,0.000882995,13364.33307,81.61916536,13258.79412,503031.9032,81.14255954,1394568.714,81.10752397
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.001,a1,3.83,f383,1545662.477,44.63939591,2605306.147,36.59161174,0.000883097,58578.18515,98.31145423,15300.72423,911075.0087,26.31223738,5923888.699,83.2012144
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.001,a1,0,zero,3462552.407,100,7119954.609,100,0.000883118,59584.29321,100,59217.13818,3462552.407,100,7119954.609,100
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.001,a1,0.12,a12,3344223.605,96.58261341,7224594.661,101.469673,0.000883409,59922.22421,100.5671478,61380.93578,3617001.195,104.4605473,7224097.741,101.4626938
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.001,a1,0.38,b38,3400617.185,98.21128422,7110003.435,99.86023544,0.000883091,60135.13115,100.9244684,62916.65066,3745140.334,108.1612607,7318314.367,102.7859694
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.001,a1,1.21,c121,3703275.192,106.9521774,6195752.034,87.01954401,0.000883389,60193.53428,101.022486,37265.71613,2980341.007,86.07352776,7443200.06,104.5399932
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.1,c100,3.83,f383,1377899.804,39.79433788,3462227.558,48.62710155,0.000883148,60866.00722,102.1510938,26502.62431,1269575.197,36.66587672,6233185.941,87.54530448
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.316,d316,3.83,f383,2186939.133,63.15974103,5090849.108,71.50114555,0.000883302,61067.11047,102.4886043,38420.49676,2054982.055,59.34876395,6813735.978,95.69914911
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,1,e1000,3.83,f383,3755821.742,108.4697443,7953827.887,111.711778,0.000883477,61517.10547,103.2438285,63550.81563,3727996.047,107.6661263,7711857.836,108.3133006
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,3.162,f3162,3.83,f383,3693842.568,106.6797591,7697018.631,108.1048834,0.000883344,62023.02292,104.092907,63478.68101,3702588.386,106.9323421,7558925.465,106.1653603
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,10,g10000,3.83,f383,3568945.255,103.0726711,7388456.88,103.7711234,0.000883276,61785.45673,103.6942009,61416.71143,3568945.255,103.0726711,7388456.88,103.7711234
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.1,c100,0.12,a12,3662076.923,105.7623537,7495900.272,105.2801694,0.000883266,61937.99119,103.9501987,62083.23043,3662076.923,105.7623537,7495900.272,105.2801694
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.1,c100,0.38,b38,3675826.546,106.1594487,7382669.263,103.6898361,0.000883079,61874.22071,103.843173,60593.05762,3646969.244,105.3260374,7472109.781,104.9460311
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.1,c100,1.21,c121,3270950.846,94.46646466,6722083.585,94.4118882,0.000883363,61655.44724,103.4760067,52348.28024,3169361.592,91.53252341,7367835.033,103.4814888
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.316,d316,0.12,a12,3588746.339,103.644535,7377544.231,103.6178548,0.000883279,61097.36864,102.5393864,61266.06134,3588746.339,103.644535,7377544.231,103.6178548
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.316,d316,0.38,b38,3599160.137,103.9452899,7334462.798,103.0127747,0.000883326,61092.01339,102.5303987,60552.73878,3607000.801,104.1717317,7382897.313,103.6930391
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,0.316,d316,1.21,c121,3248370.406,93.81433186,6956903.893,97.70994725,0.000883354,60529.88135,101.5869755,56412.93773,3217878.031,92.93369898,7282335.13,102.2806398
14Dec2017b,6.3,27.78228836,0.0008833,2.57E-06,2.04E-09,1,e1000,0.12,a12,3482639.679,100.580129,7277993.939,102.2196677,0.00088302,60608.83936,101.7194903,60435.48352,3482639.679,100.580129,7277993.939,102.2196677
